"prior_message","barney_message"
"You're talking about her boobs, right?","C! And that wasn't spanish, that was cup size! What up!"
"So these boobs...","Mmmm..."
"Paint me a word picture.","All right, Ted. Imagine the heads of two Irish babies. Let's call them...(bbllluuuuu) and"
"Well, clearly i wasn't!","Pay up! p*ssy!"
"Oh, they're on vacation in France for 2 weeks.","I see. Between you and me, i'm also interested in this apartment. So is there any way i could come back later and check it out while you'rte showing them other places?"
"Are you serious? You're trying to sneak this apartment away from Marshall and Lily?","Ted, do you think i have no morals whatsoever? I simply want to fool a girl into thinking this is my apartment so i can nail her once and never have to see her again. I'm not a monster!"
"This place is so nice.","Ah, make yourself at home. Please get comfortable. If you see something you like, just take it."
"Who are these people?","Ted, Marshall, Lily, Robin. I present to you Betty... my wife. And my son, Tyler."
"They're Asian.","Yeah! They're a chinese couple that wanted a white baby, it works both ways. Cookie?"
"Wow! Did you make those?","You got me. My sisters taught me how to bake and how to listen."
"Wow, i feel so at home here.","I'm glad. Sometimes, i don't. A place like this really needs a lady of the house. I know it's early to be thinking of you as... Oh, God, i'm freaking you out, aren't I? It's just you make me feel so safe. I didn't..."""
"Okay, let me get this straight. You just snuck this girl into some stranger's apartment?","Yeah, we spent the night."
"I'm wearing your bathrobe. I hope you don't mind.","The only thing missing from that bathrobe are your initials."
"My mom's gonna be in town next week. It's okay if she stays with us?","Only if she sleeps in the bed and i sleep on the couch."
"You're so sweet.","I love you. There, i said it and i'm not taking it back."
"Oh my god! I love you too. I'm finally not the first one to say it!","How about you get in the shower, and i will make us some waffles."
"Wait. That time that you offered to walk my dogs when i went to visit my dad in Vancouver...","Yup!"
"Is that why my Yorkie trembled for like a week after i got back?","Yeah. That little guy saw some stuff i'm not proud of."
"Ew, that was on the floor.","If you wwant to get to the bottom of this, you're gonna need a stronger stomach than that, doll face."
"(We see Lily jump on Marshall and kiss him) Which would mean....","What do you think, make obsess?"
"Nice catch, Robin.","I'll just, uh, take this down to the lab.."
"bup bup bup bup bup... Theres's only one possible conclusion. Lily and Marshall are fighting about peanut butter.","Ah!"
"I know what they were fighting about, and it wasn't peanut butter.","Robin, just..."
"I appreciate your help, but there's a reason your name is Robin, not Batman.","Just..."
"They were fighting because they didn't get the loan and it's all Lily's fault.","Robin, just..."
"This can't be happening.","They can't... get divorced."
"Yeah, it is. It's weird.","The world needs Marshall and Lily... together... I'm not crying, there's something in my eye."
"We have an annoucement.","I know, it's a terrible idea. You can't do it. Just look at me."
"Wow, guys! You scared us.","Oh, thank God. Cause, i mean, if you did then who'd be the lame married couple i get to make fun of? Like 'Hey Marshall, you're married mrs right, you just didn't know her first name was Always.' That stuff is cold."
"I have a tattoo!","oh, that's not a tattoo. That, dear boy, is a tramp stamp!"
"Dr Stella Zinman. She's the best in the business. And she's rather cute in fact. In fact... we're going to a movie together tonight.","what?"
"Ted, why would you do that?","what's matter with you?"
"What? What do you mean?","Dude... don't poop where you eat."
"and in this case, you're paying them... then yes, it counts.","You've heard of the golden rule, right? ""love their neighbor?"""
"uh, actually, it's ""do unto others as you would have them do unto you."" It's from the bible.","Damn it Ted, i've worked out this whole thing where the golden rule is ""love thy neighbor"", ok?... Now the golden rule is ""love thy neigbor"". But, there's one rule above it: the platinum rule: ""never ever, ever, ever, love thy neighbor."""
"Oh, yeah, and remember what happened with us and the gerards across the hall?","Need i remind you about me and Wendy the waitress?"
"yeah, i don't have time for this. I'm out the door as soon as i'm finished with my hair.","good, then we've got a solid half hour. And in that time, we will convince you not to set foot out that door. It's a story older than time, my friend, and it always plays out in the same eight steps. Step 1: Attraction."
"good, then we've got a solid half hour. And in that time, we will convince you not to set foot out that door. It's a story older than time, my friend, and it always plays out in the same eight steps. Step 1: Attraction.","It's true."
"That's not even possible.","12 of them."
"Here's your gin and tonic.","Thanks."
"Hockey.","The attraction is instant and undeniable."
"we're not gonna date them. We're just gonna be friends with them.","That's the couples version of dating."
"And you've got the couples version of the hots for them. Oh, yeah, you want to browse at pottery barn with them. You want to go antiquing with them, don't you? Oh, yeah, you want to antique the crap out of them.","Need i remind you what happened with me and Wendy the waitress?"
"No! Don't do it!","Request denied! What rule is there that say's i can't seduce the waitress at my favorite bar?"
"Yeah, with some sort of catchy name.","Well, i don't. I don't have one and i never will be because it's a great idea. Come on, guys! She's gullible. I'm bored. We're perfect for each other."
"Don't k*ll the bar, dude.","yeah, well... I think it'll be okay."
"We're just seeing a movie. If it seems at all weird, i'll back off.","That's what everyone thinks and then along comes step 3: Submission."
"That's what everyone thinks and then along comes step 3: Submission.","Good night!"
"Hey Barney! Carl had to take off. You mind giving me a hand?","Not at all."
"That was an intersting use of the beverage g*n.","Club soda can get anything off."
"It finally happened, all this time, every drink i brought you... I always felt there was this unspoken connection between us. And i was right!","hey, can i get a gin and tonic?"
"See, i bet you didn't pay for that gin and tonic.","oh, i paid for it."
"But you got to admit, there is an upside to breaking the platinum rule. Like maybe as her boyfrien, i could get a discount on treatments.","Oh, Ted, of course there's an upside. At first, that's step 4: Perks."
"we can split a cab to work together. We always have a standing lunch date. And last night, at the hockey game, Curt got us into the locker room, and i met Mason Raymond. Left wing for the Vancouver canucks.","What the opposite of name-dropping?"
"Come on people, get excited for us! We've got a great thing going here.","That's what i thought."
"Dude, you got to flick it.","you don't have..."
"Hi, sweetie. I had the kitchen whip these up, no charge.","Come on, guys, free nachos. What?"
"You're k*ll the bar.","I'm not k*ll the bar. Wendy the waitress has seen how i operate in this place. It is perfectly clear to everyone involved that this is nothing more than a temporary fling. It's fiiine."
"But it wasn't.","Which brings us to step 5: THE TIPPING POINT."
"on my suggestion, you...","hey, Wendy, uh, do me a favor and send a glass of champagne to that pretty young girl over there."
"Oh, okay, thanks sweetie.","okay. All right."
"Yeah, listen i'm leaving so if you want to write the rest of these down, i will read it tomorrow.","Don't do this Ted."
"Dude! ya! It was perfect! You're such a jerk!","Which brings us to step 6. You finally realize you've made a huge mistake and now you have to live with it. Step 6 is called purg... wait for it. Keep waiting. Keep waiting for the eternity only to dicover there's no escap-atory."
"Ro! we are such idiots!","Yeah!"
"""Hey neighbor!"" ""Hey, neighbor""""Hey neighbor.""","I remember that."
"We said ""don't do it!""","tss"
"You've got a whole meat locker at home full of corpses, don't you?","Now look at me. Declawed. Neutered. What was once my jungle is now my zoo and i am forced to mate with the same old lioness again, and again, and again while families pay to watch."
